zone_id,year,month,day,h20,station_id,year,month,day,h20
1,2007,1,1,"20,310",1,2007,1,1,62
1,2007,1,2,"23,397",1,2007,1,2,41
1,2007,1,3,"22,897",1,2007,1,3,50
1,2007,1,4,"19,389",1,2007,1,4,60
1,2007,1,5,"18,084",1,2007,1,5,64
1,2007,1,6,"17,579",1,2007,1,6,65
1,2007,1,7,"20,840",1,2007,1,7,56
1,2007,1,8,"24,610",1,2007,1,8,52
1,2007,1,9,"27,523",1,2007,1,9,45
1,2007,1,10,"29,020",1,2007,1,10,38
1,2007,1,11,"26,656",1,2007,1,11,38
1,2007,1,12,"21,109",1,2007,1,12,55
1,2007,1,13,"18,247",1,2007,1,13,62
1,2007,1,14,"17,278",1,2007,1,14,64
1,2007,1,15,"19,114",1,2007,1,15,68
1,2007,1,16,"26,059",1,2007,1,16,45
1,2007,1,17,"29,664",1,2007,1,17,29
1,2007,1,18,"31,163",1,2007,1,18,39
1,2007,1,19,"26,285",1,2007,1,19,44
1,2007,1,20,"26,694",1,2007,1,20,38
1,2007,1,21,"30,060",1,2007,1,21,31
1,2007,1,22,"25,618",1,2007,1,22,40
1,2007,1,23,"27,484",1,2007,1,23,33
1,2007,1,24,"25,952",1,2007,1,24,35
1,2007,1,25,"32,642",1,2007,1,25,36
1,2007,1,26,"25,652",1,2007,1,26,37
1,2007,1,27,"19,910",1,2007,1,27,52
1,2007,1,28,"28,716",1,2007,1,28,37
1,2007,1,29,"31,525",1,2007,1,29,34
1,2007,1,30,"27,659",1,2007,1,30,40
1,2007,1,31,"31,580",1,2007,1,31,28
1,2007,2,1,"30,526",1,2007,2,1,37
1,2007,2,2,"26,058",1,2007,2,2,41
1,2007,2,3,"28,985",1,2007,2,3,35
1,2007,2,4,"29,028",1,2007,2,4,38
1,2007,2,5,"39,058",1,2007,2,5,27
1,2007,2,6,"32,000",1,2007,2,6,26
1,2007,2,7,"31,286",1,2007,2,7,29
1,2007,2,8,"31,563",1,2007,2,8,31
1,2007,2,9,"30,557",1,2007,2,9,32
1,2007,2,10,"29,595",1,2007,2,10,33
1,2007,2,11,"24,914",1,2007,2,11,31
1,2007,2,12,"23,040",1,2007,2,12,42
1,2007,2,13,"32,302",1,2007,2,13,45
1,2007,2,14,"33,775",1,2007,2,14,35
1,2007,2,15,"34,183",1,2007,2,15,29
1,2007,2,16,"31,216",1,2007,2,16,31
1,2007,2,17,"28,780",1,2007,2,17,43
1,2007,2,18,"34,598",1,2007,2,18,34
1,2007,2,19,"26,743",1,2007,2,19,35
1,2007,2,20,"22,249",1,2007,2,20,56
1,2007,2,21,"19,615",1,2007,2,21,44
1,2007,2,22,"22,198",1,2007,2,22,49
1,2007,2,23,"23,393",1,2007,2,23,38
1,2007,2,24,"21,013",1,2007,2,24,39
1,2007,2,25,"27,706",1,2007,2,25,46
1,2007,2,26,"23,903",1,2007,2,26,40
1,2007,2,27,"20,608",1,2007,2,27,46
1,2007,2,28,"20,581",1,2007,2,28,40
1,2007,3,1,"23,829",1,2007,3,1,58
1,2007,3,2,"18,669",1,2007,3,2,54
1,2007,3,3,"18,908",1,2007,3,3,57
1,2007,3,4,"27,118",1,2007,3,4,40
1,2007,3,5,"21,900",1,2007,3,5,50
1,2007,3,6,"23,642",1,2007,3,6,31
1,2007,3,7,"19,775",1,2007,3,7,35
1,2007,3,8,"21,584",1,2007,3,8,35
1,2007,3,9,"21,104",1,2007,3,9,40
1,2007,3,10,"17,639",1,2007,3,10,56
1,2007,3,11,"16,653",1,2007,3,11,49
1,2007,3,12,"18,078",1,2007,3,12,45
1,2007,3,13,"17,023",1,2007,3,13,59
1,2007,3,14,"17,107",1,2007,3,14,68
1,2007,3,15,"17,551",1,2007,3,15,66
1,2007,3,16,"23,336",1,2007,3,16,43
1,2007,3,17,"24,742",1,2007,3,17,39
1,2007,3,18,"21,477",1,2007,3,18,43
1,2007,3,19,"19,644",1,2007,3,19,49
1,2007,3,20,"16,831",1,2007,3,20,51
1,2007,3,21,"19,885",1,2007,3,21,46
1,2007,3,22,"17,223",1,2007,3,22,63
1,2007,3,23,"16,394",1,2007,3,23,66
1,2007,3,24,"17,731",1,2007,3,24,50
1,2007,3,25,"18,047",1,2007,3,25,45
1,2007,3,26,"17,118",1,2007,3,26,60
1,2007,3,27,"18,642",1,2007,3,27,72
1,2007,3,28,"18,260",1,2007,3,28,54
1,2007,3,29,"16,979",1,2007,3,29,51
1,2007,3,30,"15,247",1,2007,3,30,49
1,2007,3,31,"16,812",1,2007,3,31,52
1,2007,4,1,"16,826",1,2007,4,1,60
1,2007,4,2,"18,013",1,2007,4,2,69
1,2007,4,3,"18,374",1,2007,4,3,48
1,2007,4,4,"16,850",1,2007,4,4,57
1,2007,4,5,"20,487",1,2007,4,5,47
1,2007,4,6,"20,044",1,2007,4,6,43
1,2007,4,7,"24,843",1,2007,4,7,38
1,2007,4,8,"17,632",1,2007,4,8,43
1,2007,4,9,"18,611",1,2007,4,9,40
1,2007,4,10,"16,490",1,2007,4,10,44
1,2007,4,11,"23,691",1,2007,4,11,49
1,2007,4,12,"16,239",1,2007,4,12,60
1,2007,4,13,"16,010",1,2007,4,13,49
1,2007,4,14,"18,241",1,2007,4,14,49
1,2007,4,15,"21,613",1,2007,4,15,52
1,2007,4,16,"17,909",1,2007,4,16,45
1,2007,4,17,"16,388",1,2007,4,17,51
1,2007,4,18,"16,437",1,2007,4,18,46
1,2007,4,19,"20,380",1,2007,4,19,47
1,2007,4,20,"15,566",1,2007,4,20,53
1,2007,4,21,"16,868",1,2007,4,21,61
1,2007,4,22,"18,652",1,2007,4,22,65
1,2007,4,23,"18,993",1,2007,4,23,67
1,2007,4,24,"20,138",1,2007,4,24,70
1,2007,4,25,"21,086",1,2007,4,25,68
1,2007,4,26,"17,220",1,2007,4,26,52
1,2007,4,27,"15,685",1,2007,4,27,65
1,2007,4,28,"15,259",1,2007,4,28,62
1,2007,4,29,"17,432",1,2007,4,29,65
1,2007,4,30,"20,651",1,2007,4,30,75
1,2007,5,1,"22,644",1,2007,5,1,60
1,2007,5,2,"20,545",1,2007,5,2,63
1,2007,5,3,"18,332",1,2007,5,3,54
1,2007,5,4,"16,990",1,2007,5,4,55
1,2007,5,5,"16,632",1,2007,5,5,56
1,2007,5,6,"16,810",1,2007,5,6,49
1,2007,5,7,"16,578",1,2007,5,7,49
1,2007,5,8,"16,813",1,2007,5,8,57
1,2007,5,9,"19,419",1,2007,5,9,65
1,2007,5,10,"21,164",1,2007,5,10,68
1,2007,5,11,"22,757",1,2007,5,11,69
1,2007,5,12,"21,770",1,2007,5,12,59
1,2007,5,13,"16,883",1,2007,5,13,55
1,2007,5,14,"18,177",1,2007,5,14,58
1,2007,5,15,"20,926",1,2007,5,15,67
1,2007,5,16,"18,723",1,2007,5,16,69
1,2007,5,17,"16,871",1,2007,5,17,60
1,2007,5,18,"15,281",1,2007,5,18,55
1,2007,5,19,"17,056",1,2007,5,19,63
1,2007,5,20,"19,465",1,2007,5,20,74
1,2007,5,21,"21,916",1,2007,5,21,58
1,2007,5,22,"21,722",1,2007,5,22,61
1,2007,5,23,"20,264",1,2007,5,23,62
1,2007,5,24,"22,182",1,2007,5,24,65
1,2007,5,25,"25,413",1,2007,5,25,72
1,2007,5,26,"24,891",1,2007,5,26,77
1,2007,5,27,"26,986",1,2007,5,27,75
1,2007,5,28,"24,296",1,2007,5,28,79
1,2007,5,29,"27,510",1,2007,5,29,65
1,2007,5,30,"28,227",1,2007,5,30,70
1,2007,5,31,"24,761",1,2007,5,31,72
1,2007,6,1,"25,056",1,2007,6,1,74
1,2007,6,2,"22,606",1,2007,6,2,73
1,2007,6,3,"17,844",1,2007,6,3,71
1,2007,6,4,"24,882",1,2007,6,4,79
1,2007,6,5,"23,507",1,2007,6,5,77
1,2007,6,6,"23,122",1,2007,6,6,70
1,2007,6,7,"28,990",1,2007,6,7,77
1,2007,6,8,"31,652",1,2007,6,8,84
1,2007,6,9,"29,970",1,2007,6,9,75
1,2007,6,10,"25,374",1,2007,6,10,67
1,2007,6,11,"23,623",1,2007,6,11,74
1,2007,6,12,"24,499",1,2007,6,12,71
1,2007,6,13,"25,295",1,2007,6,13,65
1,2007,6,14,"17,755",1,2007,6,14,62
1,2007,6,15,"16,606",1,2007,6,15,64
1,2007,6,16,"23,127",1,2007,6,16,70
1,2007,6,17,"27,237",1,2007,6,17,81
1,2007,6,18,"32,915",1,2007,6,18,83
1,2007,6,19,"30,628",1,2007,6,19,83
1,2007,6,20,"27,688",1,2007,6,20,75
1,2007,6,21,"28,139",1,2007,6,21,77
1,2007,6,22,"25,642",1,2007,6,22,76
1,2007,6,23,"27,933",1,2007,6,23,73
1,2007,6,24,"27,155",1,2007,6,24,76
1,2007,6,25,"31,349",1,2007,6,25,80
1,2007,6,26,"33,068",1,2007,6,26,80
1,2007,6,27,"29,435",1,2007,6,27,83
1,2007,6,28,"29,621",1,2007,6,28,83
1,2007,6,29,"27,483",1,2007,6,29,76
1,2007,6,30,"26,841",1,2007,6,30,73
1,2007,7,1,"25,740",1,2007,7,1,72
1,2007,7,2,"26,018",1,2007,7,2,70
1,2007,7,3,"26,618",1,2007,7,3,72
1,2007,7,4,"28,740",1,2007,7,4,78
1,2007,7,5,"26,726",1,2007,7,5,78
1,2007,7,6,"31,669",1,2007,7,6,82
1,2007,7,7,"33,118",1,2007,7,7,81
1,2007,7,8,"33,840",1,2007,7,8,83
1,2007,7,9,"36,506",1,2007,7,9,85
1,2007,7,10,"29,870",1,2007,7,10,82
1,2007,7,11,"26,846",1,2007,7,11,81
1,2007,7,12,"27,913",1,2007,7,12,76
1,2007,7,13,"22,586",1,2007,7,13,76
1,2007,7,14,"27,335",1,2007,7,14,80
1,2007,7,15,"31,685",1,2007,7,15,83
1,2007,7,16,"26,697",1,2007,7,16,82
1,2007,7,17,"27,614",1,2007,7,17,81
1,2007,7,18,"33,772",1,2007,7,18,85
1,2007,7,19,"33,506",1,2007,7,19,77
1,2007,7,20,"28,776",1,2007,7,20,77
1,2007,7,21,"25,791",1,2007,7,21,72
1,2007,7,22,"24,712",1,2007,7,22,73
1,2007,7,23,"26,172",1,2007,7,23,76
1,2007,7,24,"20,033",1,2007,7,24,76
1,2007,7,25,"22,194",1,2007,7,25,78
1,2007,7,26,"29,845",1,2007,7,26,79
1,2007,7,27,"26,933",1,2007,7,27,75
1,2007,7,28,"27,920",1,2007,7,28,77
1,2007,7,29,"31,377",1,2007,7,29,79
1,2007,7,30,"28,769",1,2007,7,30,79
1,2007,7,31,"31,892",1,2007,7,31,76
1,2007,8,1,"33,751",1,2007,8,1,81
1,2007,8,2,"34,246",1,2007,8,2,81
1,2007,8,3,"33,661",1,2007,8,3,81
1,2007,8,4,"36,479",1,2007,8,4,85
1,2007,8,5,"30,241",1,2007,8,5,80
1,2007,8,6,"34,533",1,2007,8,6,85
1,2007,8,7,"37,184",1,2007,8,7,85
1,2007,8,8,"41,127",1,2007,8,8,91
1,2007,8,9,"41,446",1,2007,8,9,82
1,2007,8,10,"38,919",1,2007,8,10,81
1,2007,8,11,"32,969",1,2007,8,11,72
1,2007,8,12,"34,583",1,2007,8,12,76
1,2007,8,13,"35,416",1,2007,8,13,80
1,2007,8,14,"29,527",1,2007,8,14,74
1,2007,8,15,"34,286",1,2007,8,15,80
1,2007,8,16,"34,377",1,2007,8,16,84
1,2007,8,17,"34,499",1,2007,8,17,83
1,2007,8,18,"28,049",1,2007,8,18,73
1,2007,8,19,"34,322",1,2007,8,19,82
1,2007,8,20,"34,946",1,2007,8,20,74
1,2007,8,21,"27,821",1,2007,8,21,80
1,2007,8,22,"31,259",1,2007,8,22,74
1,2007,8,23,"28,729",1,2007,8,23,73
1,2007,8,24,"32,453",1,2007,8,24,78
1,2007,8,25,"37,456",1,2007,8,25,84
1,2007,8,26,"26,963",1,2007,8,26,75
1,2007,8,27,"31,030",1,2007,8,27,76
1,2007,8,28,"31,536",1,2007,8,28,73
1,2007,8,29,"33,121",1,2007,8,29,71
1,2007,8,30,"29,778",1,2007,8,30,73
1,2007,8,31,"30,500",1,2007,8,31,74
1,2007,9,1,"23,700",1,2007,9,1,68
1,2007,9,2,"26,875",1,2007,9,2,69
1,2007,9,3,"28,944",1,2007,9,3,74
1,2007,9,4,"29,966",1,2007,9,4,74
1,2007,9,5,"31,677",1,2007,9,5,76
1,2007,9,6,"31,572",1,2007,9,6,76
1,2007,9,7,"30,677",1,2007,9,7,74
1,2007,9,8,"30,862",1,2007,9,8,73
1,2007,9,9,"30,138",1,2007,9,9,78
1,2007,9,10,"29,427",1,2007,9,10,82
1,2007,9,11,"23,124",1,2007,9,11,82
1,2007,9,12,"24,065",1,2007,9,12,68
1,2007,9,13,"22,565",1,2007,9,13,71
1,2007,9,14,"19,013",1,2007,9,14,74
1,2007,9,15,"18,215",1,2007,9,15,67
1,2007,9,16,"17,242",1,2007,9,16,59
1,2007,9,17,"18,270",1,2007,9,17,64
1,2007,9,18,"18,496",1,2007,9,18,67
1,2007,9,19,"19,516",1,2007,9,19,67
1,2007,9,20,"20,042",1,2007,9,20,70
1,2007,9,21,"19,010",1,2007,9,21,73
1,2007,9,22,"26,016",1,2007,9,22,76
1,2007,9,23,"27,723",1,2007,9,23,66
1,2007,9,24,"24,660",1,2007,9,24,66
1,2007,9,25,"26,803",1,2007,9,25,73
1,2007,9,26,"27,681",1,2007,9,26,76
1,2007,9,27,"25,183",1,2007,9,27,73
1,2007,9,28,"19,387",1,2007,9,28,75
1,2007,9,29,"18,490",1,2007,9,29,63
1,2007,9,30,"18,563",1,2007,9,30,63
1,2007,10,1,"19,223",1,2007,10,1,66
1,2007,10,2,"19,723",1,2007,10,2,72
1,2007,10,3,"23,934",1,2007,10,3,74
1,2007,10,4,"25,096",1,2007,10,4,73
1,2007,10,5,"23,258",1,2007,10,5,72
1,2007,10,6,"23,657",1,2007,10,6,73
1,2007,10,7,"27,106",1,2007,10,7,76
1,2007,10,8,"27,613",1,2007,10,8,75
1,2007,10,9,"26,248",1,2007,10,9,78
1,2007,10,10,"21,875",1,2007,10,10,69
1,2007,10,11,"17,771",1,2007,10,11,63
1,2007,10,12,"16,937",1,2007,10,12,64
1,2007,10,13,"16,704",1,2007,10,13,56
1,2007,10,14,"17,585",1,2007,10,14,56
1,2007,10,15,"18,547",1,2007,10,15,59
1,2007,10,16,"18,262",1,2007,10,16,67
1,2007,10,17,"19,645",1,2007,10,17,67
1,2007,10,18,"19,992",1,2007,10,18,76
1,2007,10,19,"18,472",1,2007,10,19,77
1,2007,10,20,"16,803",1,2007,10,20,63
1,2007,10,21,"18,107",1,2007,10,21,65
1,2007,10,22,"19,382",1,2007,10,22,72
1,2007,10,23,"19,895",1,2007,10,23,76
1,2007,10,24,"18,704",1,2007,10,24,70
1,2007,10,25,"19,907",1,2007,10,25,65
1,2007,10,26,"18,319",1,2007,10,26,72
1,2007,10,27,"17,015",1,2007,10,27,64
1,2007,10,28,"18,555",1,2007,10,28,56
1,2007,10,29,"20,970",1,2007,10,29,44
1,2007,10,30,"19,483",1,2007,10,30,48
1,2007,10,31,"16,744",1,2007,10,31,58
1,2007,11,1,"18,351",1,2007,11,1,62
1,2007,11,2,"19,634",1,2007,11,2,56
1,2007,11,3,"18,443",1,2007,11,3,56
1,2007,11,4,"19,296",1,2007,11,4,48
1,2007,11,5,"19,448",1,2007,11,5,53
1,2007,11,6,"22,516",1,2007,11,6,49
1,2007,11,7,"23,769",1,2007,11,7,47
1,2007,11,8,"24,793",1,2007,11,8,39
1,2007,11,9,"21,286",1,2007,11,9,47
1,2007,11,10,"21,914",1,2007,11,10,47
1,2007,11,11,"21,329",1,2007,11,11,39
1,2007,11,12,"18,940",1,2007,11,12,55
1,2007,11,13,"19,159",1,2007,11,13,55
1,2007,11,14,"18,353",1,2007,11,14,63
1,2007,11,15,"24,397",1,2007,11,15,49
1,2007,11,16,"24,710",1,2007,11,16,45
1,2007,11,17,"21,842",1,2007,11,17,47
1,2007,11,18,"18,883",1,2007,11,18,52
1,2007,11,19,"20,561",1,2007,11,19,50
1,2007,11,20,"18,267",1,2007,11,20,54
1,2007,11,21,"18,482",1,2007,11,21,62
1,2007,11,22,"16,333",1,2007,11,22,61
1,2007,11,23,"23,842",1,2007,11,23,42
1,2007,11,24,"24,370",1,2007,11,24,37
1,2007,11,25,"20,999",1,2007,11,25,47
1,2007,11,26,"21,535",1,2007,11,26,65
1,2007,11,27,"22,381",1,2007,11,27,49
1,2007,11,28,"22,833",1,2007,11,28,37
1,2007,11,29,"21,904",1,2007,11,29,47
1,2007,11,30,"23,155",1,2007,11,30,34
1,2007,12,1,"21,808",1,2007,12,1,38
1,2007,12,2,"23,569",1,2007,12,2,53
1,2007,12,3,"28,626",1,2007,12,3,45
1,2007,12,4,"28,560",1,2007,12,4,40
1,2007,12,5,"27,393",1,2007,12,5,40
1,2007,12,6,"30,137",1,2007,12,6,29
1,2007,12,7,"24,941",1,2007,12,7,44
1,2007,12,8,"19,194",1,2007,12,8,43
1,2007,12,9,"19,845",1,2007,12,9,50
1,2007,12,10,"19,414",1,2007,12,10,57
1,2007,12,11,"20,139",1,2007,12,11,55
1,2007,12,12,"18,645",1,2007,12,12,55
1,2007,12,13,"22,262",1,2007,12,13,46
1,2007,12,14,"20,800",1,2007,12,14,43
1,2007,12,15,"29,540",1,2007,12,15,47
1,2007,12,16,"29,837",1,2007,12,16,46
1,2007,12,17,"30,628",1,2007,12,17,37
1,2007,12,18,"27,839",1,2007,12,18,32
1,2007,12,19,"26,035",1,2007,12,19,45
1,2007,12,20,"24,154",1,2007,12,20,36
1,2007,12,21,"26,641",1,2007,12,21,44
1,2007,12,22,"23,977",1,2007,12,22,48
1,2007,12,23,"21,439",1,2007,12,23,62
1,2007,12,24,"21,909",1,2007,12,24,44
1,2007,12,25,"20,818",1,2007,12,25,39
1,2007,12,26,"24,858",1,2007,12,26,41
1,2007,12,27,"21,536",1,2007,12,27,47
1,2007,12,28,"24,063",1,2007,12,28,52
1,2007,12,29,"20,475",1,2007,12,29,53
1,2007,12,30,"24,705",1,2007,12,30,45
1,2007,12,31,"22,948",1,2007,12,31,41
,,,,,,,,,
